vendor,quarter,month,day,day_of_week,hour,pickup,dropoff,duration,distance,passengers,payment_type,total
VeriFone,1,2,2017-02-19,Sunday,8,141,43,576.0,1.69,1,Cash,9.8
Creative Mobile,1,2,2017-02-01,Wednesday,7,107,164,520.0,0.9,1,Credit card,9.35
VeriFone,4,10,2017-10-26,Thursday,23,107,186,609.0,1.79,1,Credit card,11.8
Creative Mobile,4,10,2017-10-30,Monday,18,237,142,884.0,1.1,1,Cash,11.8
VeriFone,3,7,2017-07-08,Saturday,10,170,186,298.0,0.75,5,Credit card,6.96
VeriFone,4,12,2017-12-12,Tuesday,12,261,113,1074.0,2.04,1,Credit card,15.96
Creative Mobile,1,1,2017-01-25,Wednesday,13,137,4,947.0000000000001,2.1,1,Credit card,15.95
VeriFone,4,12,2017-12-19,Tuesday,20,163,236,1001.0000000000001,1.7,2,Cash,13.3
Creative Mobile,3,9,2017-09-14,Thursday,16,125,263,2765.0,6.6,1,Credit card,38.75
VeriFone,4,12,2017-12-21,Thursday,16,164,164,247.00000000000003,0.5,1,Credit card,6.3
Creative Mobile,4,10,2017-10-20,Friday,18,48,69,2285.0,7.1,1,Credit card,35.75
Creative Mobile,2,4,2017-04-02,Sunday,20,132,232,2562.0,18.3,1,Credit card,63.35
Creative Mobile,3,7,2017-07-05,Wednesday,8,162,234,413.0,1.0,1,Credit card,9.1
Creative Mobile,3,8,2017-08-07,Monday,20,138,225,1260.0,9.7,1,Credit card,31.3
Creative Mobile,3,9,2017-09-19,Tuesday,7,90,246,305.0,0.7,1,Credit card,7.3
Creative Mobile,4,10,2017-10-28,Saturday,19,236,236,412.0,1.0,1,Cash,7.3
VeriFone,1,2,2017-02-26,Sunday,17,90,224,491.00000000000006,1.22,1,Credit card,10.14
VeriFone,1,2,2017-02-24,Friday,9,236,236,122.00000000000001,0.42,1,Cash,4.3
Creative Mobile,4,11,2017-11-02,Thursday,12,231,68,487.00000000000006,2.0,1,Credit card,11.75
Creative Mobile,1,2,2017-02-01,Wednesday,15,162,249,966.0000000000001,2.6,1,Credit card,17.15
Creative Mobile,1,3,2017-03-16,Thursday,19,170,14,2134.0,11.8,1,Credit card,45.35
Creative Mobile,1,1,2017-01-10,Tuesday,2,264,264,237.00000000000003,0.9,1,Cash,6.3
VeriFone,2,6,2017-06-27,Tuesday,22,234,137,584.0,1.04,1,Cash,9.3
VeriFone,3,8,2017-08-14,Monday,12,236,236,209.0,0.57,2,Cash,5.3
Creative Mobile,3,7,2017-07-12,Wednesday,20,161,143,616.0,1.7,1,Credit card,12.85
Creative Mobile,1,3,2017-03-31,Friday,10,161,100,961.0000000000001,1.3,1,Cash,11.3
VeriFone,1,3,2017-03-12,Sunday,12,144,114,367.0,0.83,4,Credit card,8.16
VeriFone,4,11,2017-11-29,Wednesday,11,229,161,709.0,0.4,1,Cash,8.8
VeriFone,3,9,2017-09-23,Saturday,0,107,229,347.0,1.51,3,Credit card,10.38
VeriFone,1,3,2017-03-03,Friday,0,138,252,778.0,5.23,1,Cash,18.3
VeriFone,2,6,2017-06-10,Saturday,14,236,141,490.00000000000006,1.88,1,Cash,9.3
VeriFone,3,7,2017-07-18,Tuesday,11,163,161,456.0,0.72,6,Cash,7.3
VeriFone,2,6,2017-06-16,Friday,20,231,249,332.0,1.46,2,Credit card,8.8
VeriFone,2,5,2017-05-09,Tuesday,7,107,234,367.0,0.7,1,Cash,6.3
VeriFone,1,2,2017-02-17,Friday,18,170,127,2662.0,9.9,1,Credit card,42.36
Creative Mobile,2,5,2017-05-17,Wednesday,10,113,246,632.0,1.8,1,Credit card,11.75
Creative Mobile,4,10,2017-10-19,Thursday,0,68,106,1095.0,6.4,1,Credit card,31.06
VeriFone,2,6,2017-06-02,Friday,8,233,246,920.0000000000001,1.74,1,Credit card,14.16
Creative Mobile,1,3,2017-03-10,Friday,17,263,141,230.00000000000003,0.8,1,Cash,6.8
Creative Mobile,3,7,2017-07-04,Tuesday,10,236,43,265.0,0.9,1,Credit card,7.55
VeriFone,1,2,2017-02-24,Friday,15,88,237,1774.0,7.06,1,Credit card,30.36
VeriFone,4,10,2017-10-05,Thursday,9,158,125,318.0,0.92,4,Credit card,8.3
Creative Mobile,2,6,2017-06-15,Thursday,8,116,166,472.00000000000006,2.0,1,Cash,9.3
VeriFone,2,4,2017-04-02,Sunday,20,41,152,1009.0000000000001,2.65,1,Cash,14.3
Creative Mobile,4,12,2017-12-22,Friday,10,48,13,1128.0,4.7,3,Cash,18.3
VeriFone,1,1,2017-01-12,Thursday,12,239,43,625.0,1.33,1,Credit card,11.16
VeriFone,2,4,2017-04-04,Tuesday,6,186,43,1076.0,4.07,1,Credit card,16.8
VeriFone,1,3,2017-03-21,Tuesday,17,237,143,1019.0000000000001,1.48,1,Credit card,15.96
Creative Mobile,2,4,2017-04-25,Tuesday,12,234,232,908.0,3.1,1,Cash,14.3
VeriFone,3,9,2017-09-26,Tuesday,3,186,48,502.00000000000006,1.82,1,Cash,8.8
Creative Mobile,3,7,2017-07-24,Monday,19,211,249,139.0,0.8,1,Credit card,7.55
Creative Mobile,4,10,2017-10-14,Saturday,16,79,170,873.0,2.5,1,Credit card,15.35
VeriFone,3,9,2017-09-16,Saturday,17,166,230,948.0000000000001,3.8,5,Credit card,18.5
VeriFone,4,12,2017-12-20,Wednesday,22,125,129,1289.0,8.13,1,Credit card,30.8
Creative Mobile,1,2,2017-02-01,Wednesday,19,264,264,1004.0000000000001,4.0,3,Credit card,21.35
Creative Mobile,3,9,2017-09-19,Tuesday,23,236,234,785.0,4.1,1,Credit card,19.1
Creative Mobile,4,12,2017-12-21,Thursday,12,13,163,1714.0,7.4,1,Credit card,29.3
Creative Mobile,4,10,2017-10-23,Monday,11,249,186,886.0,1.3,1,Cash,10.8
Creative Mobile,4,12,2017-12-27,Wednesday,14,151,75,556.0,1.5,1,Credit card,11.15
Creative Mobile,1,1,2017-01-30,Monday,16,161,164,1021.0000000000001,1.6,1,Credit card,17.25
VeriFone,4,11,2017-11-05,Sunday,1,186,198,2180.0,8.9,1,Credit card,41.99
VeriFone,3,8,2017-08-21,Monday,18,239,162,798.0,2.26,5,Cash,12.8
Creative Mobile,3,9,2017-09-14,Thursday,20,107,164,479.00000000000006,0.5,1,Credit card,9.36
Creative Mobile,4,12,2017-12-28,Thursday,22,161,230,1617.0,0.4,1,Credit card,18.8
VeriFone,1,3,2017-03-02,Thursday,10,90,164,2058.0,1.55,2,Cash,20.8
VeriFone,1,2,2017-02-10,Friday,10,141,141,353.0,0.47,1,Cash,6.3
VeriFone,2,6,2017-06-21,Wednesday,13,170,237,1543.0,2.03,1,Credit card,23.98
VeriFone,4,11,2017-11-03,Friday,5,90,230,434.0,1.7,1,Cash,9.3
VeriFone,2,5,2017-05-14,Sunday,23,79,212,1900.0000000000002,9.41,1,Credit card,37.56
VeriFone,1,1,2017-01-15,Sunday,21,236,141,384.0,1.39,1,Credit card,9.96
VeriFone,1,1,2017-01-25,Wednesday,10,142,230,546.0,1.64,1,Credit card,10.56
VeriFone,3,7,2017-07-05,Wednesday,15,233,100,778.0,1.26,1,Cash,9.8
VeriFone,3,9,2017-09-13,Wednesday,10,231,246,730.0,2.57,1,Credit card,14.16
VeriFone,3,9,2017-09-20,Wednesday,21,79,114,445.0,1.21,5,Cash,8.3
VeriFone,3,9,2017-09-19,Tuesday,16,161,140,1189.0,1.91,1,Credit card,15.8
Creative Mobile,4,12,2017-12-01,Friday,16,138,256,3262.0,10.0,1,Credit card,46.34
VeriFone,4,10,2017-10-19,Thursday,10,264,264,349.0,0.83,2,Credit card,6.3
Creative Mobile,2,6,2017-06-17,Saturday,19,246,100,534.0,0.8,1,Credit card,9.95
VeriFone,4,11,2017-11-12,Sunday,11,236,263,76.0,0.38,2,Credit card,4.94
VeriFone,1,3,2017-03-02,Thursday,17,263,75,347.0,0.97,1,Cash,7.8
Creative Mobile,2,4,2017-04-04,Tuesday,22,181,52,434.0,1.7,1,Credit card,11.4
Creative Mobile,3,9,2017-09-25,Monday,12,138,237,2105.0,10.6,2,Credit card,48.56
Creative Mobile,2,5,2017-05-28,Sunday,13,50,48,513.0,0.5,1,Cash,7.3
VeriFone,1,2,2017-02-12,Sunday,11,263,162,687.0,2.08,1,Credit card,11.8
VeriFone,4,10,2017-10-12,Thursday,10,158,164,1288.0,1.96,3,Credit card,16.3
VeriFone,3,7,2017-07-08,Saturday,11,163,162,2563.0,7.93,1,Cash,32.3
VeriFone,1,1,2017-01-08,Sunday,2,170,233,87.0,0.16,1,Cash,4.3
Creative Mobile,2,5,2017-05-16,Tuesday,8,236,75,447.0,0.7,1,Credit card,8.15
VeriFone,3,7,2017-07-29,Saturday,3,148,79,223.0,0.78,3,Credit card,6.8
Creative Mobile,3,8,2017-08-11,Friday,5,100,163,391.0,1.4,1,Credit card,10.8
Creative Mobile,2,4,2017-04-11,Tuesday,22,237,262,473.00000000000006,2.0,1,Credit card,11.3
VeriFone,4,12,2017-12-09,Saturday,15,79,246,1139.0,3.58,1,Credit card,19.75
Creative Mobile,1,2,2017-02-10,Friday,8,106,231,1302.0,3.8,1,Credit card,69.99
VeriFone,2,6,2017-06-01,Thursday,8,230,50,289.0,0.72,1,Credit card,7.88
VeriFone,1,3,2017-03-29,Wednesday,11,107,113,753.0,1.11,1,Credit card,12.25
VeriFone,4,12,2017-12-04,Monday,12,229,229,515.0,0.73,1,Credit card,9.36
VeriFone,3,7,2017-07-21,Friday,16,239,238,174.0,0.35,1,Credit card,6.96
VeriFone,2,5,2017-05-26,Friday,22,50,127,1292.0,9.37,1,Credit card,35.16
Creative Mobile,1,3,2017-03-12,Sunday,14,50,164,761.0,1.6,1,Cash,10.3
Creative Mobile,3,8,2017-08-13,Sunday,21,233,229,337.0,1.0,1,Cash,7.3
VeriFone,2,6,2017-06-03,Saturday,22,79,137,441.0,1.05,2,Cash,8.3
VeriFone,4,10,2017-10-18,Wednesday,19,239,238,273.0,0.85,2,Cash,7.3
Creative Mobile,2,6,2017-06-01,Thursday,15,100,138,3044.0,11.7,1,Credit card,57.06
VeriFone,2,5,2017-05-31,Wednesday,9,234,100,862.0,1.44,1,Credit card,13.5
VeriFone,1,2,2017-02-28,Tuesday,21,239,151,95.0,0.72,2,Credit card,6.3
VeriFone,2,6,2017-06-16,Friday,5,132,162,2247.0,17.73,1,Cash,58.56
VeriFone,2,6,2017-06-05,Monday,19,239,239,306.0,0.54,1,Cash,6.8
VeriFone,2,5,2017-05-13,Saturday,14,263,161,1021.0000000000001,2.05,2,Credit card,16.64
VeriFone,3,8,2017-08-29,Tuesday,19,142,163,256.0,0.39,1,Credit card,6.3
VeriFone,3,7,2017-07-06,Thursday,23,158,50,916.0000000000001,2.52,3,Credit card,15.3
Creative Mobile,4,10,2017-10-09,Monday,9,234,170,273.0,0.8,1,Credit card,6.95
VeriFone,3,8,2017-08-31,Thursday,5,236,107,606.0,3.27,1,Credit card,13.8
VeriFone,2,6,2017-06-09,Friday,16,163,234,1437.0,1.93,2,Credit card,18.8
VeriFone,1,2,2017-02-21,Tuesday,3,170,179,786.0,5.38,1,Cash,17.8
VeriFone,4,11,2017-11-01,Wednesday,23,45,164,952.0000000000001,2.66,1,Credit card,17.25
Creative Mobile,1,1,2017-01-16,Monday,7,48,246,331.0,0.9,1,Credit card,8.15
VeriFone,4,10,2017-10-02,Monday,7,141,237,257.0,0.36,1,Credit card,6.62
Creative Mobile,4,10,2017-10-31,Tuesday,8,164,164,359.0,0.3,1,Cash,6.3
VeriFone,1,3,2017-03-11,Saturday,11,114,231,804.0,0.97,1,Credit card,12.36
Creative Mobile,2,5,2017-05-30,Tuesday,23,48,68,304.0,0.8,1,Cash,6.3
Creative Mobile,3,7,2017-07-18,Tuesday,2,132,231,1792.0,21.3,1,Credit card,62.8
Creative Mobile,2,6,2017-06-16,Friday,23,264,229,656.0,1.0,1,Credit card,11.75
VeriFone,1,3,2017-03-18,Saturday,16,236,161,688.0,1.94,1,Cash,10.3
VeriFone,3,7,2017-07-10,Monday,20,239,151,277.0,1.21,6,Credit card,8.16
VeriFone,2,5,2017-05-25,Thursday,19,162,79,1213.0,2.72,6,Credit card,19.75
VeriFone,1,3,2017-03-25,Saturday,1,79,107,496.00000000000006,1.05,1,Credit card,9.96
Creative Mobile,3,8,2017-08-24,Thursday,4,48,148,807.0,3.6,1,Credit card,16.3
VeriFone,2,4,2017-04-29,Saturday,15,79,233,655.0,1.84,5,Credit card,12.88
Creative Mobile,3,7,2017-07-29,Saturday,20,164,136,1863.0000000000002,10.9,2,Credit card,37.3
VeriFone,1,1,2017-01-12,Thursday,19,209,148,560.0,1.36,3,Credit card,11.16
VeriFone,1,2,2017-02-11,Saturday,22,114,186,1181.0,2.26,6,Credit card,17.76
VeriFone,1,3,2017-03-22,Wednesday,21,90,48,784.0,1.6,5,Cash,11.3
VeriFone,2,6,2017-06-19,Monday,17,263,142,876.0,1.89,1,Credit card,15.36
Creative Mobile,2,4,2017-04-11,Tuesday,21,239,249,1013.0000000000001,4.3,1,Credit card,19.55
VeriFone,1,3,2017-03-04,Saturday,20,237,229,322.0,0.97,1,Credit card,8.16
VeriFone,1,2,2017-02-07,Tuesday,20,164,233,369.0,0.99,1,Credit card,8.76
VeriFone,1,1,2017-01-03,Tuesday,16,238,152,840.0,2.89,5,Credit card,16.56
Creative Mobile,3,8,2017-08-17,Thursday,7,229,162,451.0,1.2,1,Credit card,8.75
Creative Mobile,2,4,2017-04-02,Sunday,13,140,236,579.0,1.8,1,Credit card,12.25
VeriFone,4,11,2017-11-24,Friday,4,263,263,5.0,0.01,1,Cash,3.8
VeriFone,4,11,2017-11-16,Thursday,21,142,143,322.0,0.71,5,Credit card,8.16
VeriFone,2,4,2017-04-09,Sunday,11,116,68,1529.0,6.31,2,Credit card,27.96
Creative Mobile,4,11,2017-11-15,Wednesday,17,237,236,332.0,0.8,1,Cash,7.8
Creative Mobile,3,7,2017-07-08,Saturday,12,229,230,1033.0,1.0,1,Cash,12.3
Creative Mobile,4,10,2017-10-12,Thursday,7,137,234,686.0,1.1,1,Credit card,11.0
VeriFone,3,8,2017-08-25,Friday,23,232,231,529.0,1.32,3,Credit card,10.56
VeriFone,1,3,2017-03-09,Thursday,4,231,230,812.0,4.24,1,Cash,15.8
Creative Mobile,3,8,2017-08-21,Monday,7,170,249,507.00000000000006,2.5,1,Credit card,12.35
VeriFone,1,2,2017-02-16,Thursday,9,239,68,1197.0,2.41,1,Credit card,17.16
VeriFone,4,12,2017-12-02,Saturday,18,261,148,1189.0,1.93,2,Cash,13.8
Creative Mobile,2,4,2017-04-17,Monday,20,164,229,567.0,1.8,1,Credit card,10.8
VeriFone,1,3,2017-03-03,Friday,9,238,230,806.0,2.48,4,Credit card,13.8
VeriFone,4,11,2017-11-06,Monday,18,234,148,764.0,1.56,1,Credit card,14.3
Creative Mobile,3,8,2017-08-20,Sunday,23,161,144,912.0,3.4,2,Cash,14.3
Creative Mobile,3,7,2017-07-31,Monday,16,230,230,184.0,0.5,1,Credit card,7.4
Creative Mobile,2,6,2017-06-06,Tuesday,1,151,238,327.0,0.7,1,Cash,6.8
Creative Mobile,1,3,2017-03-17,Friday,10,152,166,331.0,0.5,1,Credit card,7.25
VeriFone,2,4,2017-04-14,Friday,10,140,262,284.0,0.87,5,Cash,6.3
Creative Mobile,2,6,2017-06-08,Thursday,19,48,13,1348.0,3.6,1,Credit card,22.8
VeriFone,2,4,2017-04-27,Thursday,1,25,257,619.0,4.39,1,Cash,15.3
Creative Mobile,2,4,2017-04-17,Monday,13,141,236,298.0,0.6,1,Cash,5.8
Creative Mobile,2,4,2017-04-03,Monday,10,229,233,318.0,0.3,1,Cash,5.8
VeriFone,4,11,2017-11-13,Monday,12,233,66,1377.0,6.5,1,Credit card,23.3
Creative Mobile,4,12,2017-12-01,Friday,12,75,223,2861.0,7.9,1,Cash,34.3
Creative Mobile,4,11,2017-11-09,Thursday,23,48,163,599.0,1.5,2,Credit card,11.75
Creative Mobile,2,6,2017-06-13,Tuesday,19,246,68,404.0,0.7,1,Credit card,10.35
VeriFone,2,5,2017-05-14,Sunday,8,43,142,147.0,0.53,1,Credit card,5.76
VeriFone,1,3,2017-03-13,Monday,0,230,90,449.0,2.04,1,Credit card,12.25
VeriFone,4,11,2017-11-11,Saturday,9,100,186,683.0,1.23,6,Credit card,10.3
Creative Mobile,3,9,2017-09-20,Wednesday,13,79,79,226.0,0.5,1,Cash,5.3
Creative Mobile,4,10,2017-10-24,Tuesday,18,141,236,704.0,1.6,2,Credit card,12.35
VeriFone,1,3,2017-03-03,Friday,6,140,13,755.0,7.46,5,Credit card,26.3
Creative Mobile,3,8,2017-08-05,Saturday,9,141,137,932.0000000000001,2.6,1,Credit card,15.36
Creative Mobile,4,11,2017-11-28,Tuesday,10,162,33,2398.0,7.1,1,Credit card,36.95
Creative Mobile,2,5,2017-05-18,Thursday,9,161,138,2298.0,10.9,1,Cash,43.06
VeriFone,1,2,2017-02-14,Tuesday,20,107,236,940.0000000000001,3.5,1,Cash,15.3
Creative Mobile,4,12,2017-12-21,Thursday,12,261,25,1237.0,2.3,1,Credit card,18.35
Creative Mobile,2,4,2017-04-17,Monday,14,230,132,3874.0000000000005,16.9,1,Credit card,66.0
VeriFone,4,10,2017-10-21,Saturday,16,233,144,1114.0,3.0,1,Credit card,18.36
Creative Mobile,3,8,2017-08-09,Wednesday,21,48,263,1155.0,3.3,1,Credit card,18.95
Creative Mobile,2,6,2017-06-23,Friday,18,264,264,217.0,1.2,1,Credit card,8.75
VeriFone,4,11,2017-11-08,Wednesday,8,166,238,444.0,1.08,2,Credit card,7.8
Creative Mobile,3,8,2017-08-15,Tuesday,9,138,186,2463.0,12.1,1,Credit card,53.56
Creative Mobile,1,2,2017-02-04,Saturday,14,238,151,205.0,0.8,1,Cash,5.8
Creative Mobile,3,7,2017-07-23,Sunday,2,79,164,457.00000000000006,1.6,1,Credit card,10.55
Creative Mobile,3,8,2017-08-26,Saturday,14,43,140,682.0,1.9,1,Credit card,11.3
VeriFone,3,7,2017-07-07,Friday,17,45,33,1047.0,2.33,1,Credit card,17.16
Creative Mobile,2,6,2017-06-21,Wednesday,21,161,230,424.0,1.0,1,Credit card,9.75
VeriFone,4,10,2017-10-22,Sunday,14,261,50,2151.0,4.93,1,Cash,26.3
Creative Mobile,4,10,2017-10-11,Wednesday,11,234,68,833.0,1.1,1,Credit card,12.3
Creative Mobile,1,1,2017-01-19,Thursday,23,138,66,2137.0,10.7,1,Credit card,42.3
Creative Mobile,1,2,2017-02-04,Saturday,19,231,211,352.0,1.0,1,Credit card,7.55
VeriFone,1,1,2017-01-15,Sunday,4,90,68,263.0,0.85,1,Cash,6.8
VeriFone,2,4,2017-04-07,Friday,15,161,237,602.0,1.14,1,Credit card,10.56
Creative Mobile,3,7,2017-07-06,Thursday,20,50,255,2923.0,7.6,1,Credit card,42.95
Creative Mobile,2,5,2017-05-09,Tuesday,18,90,107,670.0,1.2,1,Cash,10.3
Creative Mobile,2,5,2017-05-24,Wednesday,17,24,166,375.0,1.0,1,Cash,8.3
VeriFone,3,8,2017-08-05,Saturday,12,236,100,761.0,2.43,1,Cash,11.8
VeriFone,2,6,2017-06-19,Monday,9,48,238,551.0,1.78,1,Cash,9.8
VeriFone,3,7,2017-07-26,Wednesday,23,230,143,583.0,1.79,1,Cash,9.8
Creative Mobile,2,4,2017-04-29,Saturday,12,107,186,557.0,0.7,1,Credit card,8.8
VeriFone,4,11,2017-11-05,Sunday,1,79,90,447.0,1.58,1,Credit card,8.8
VeriFone,3,7,2017-07-04,Tuesday,13,236,236,183.0,0.67,3,Cash,5.3
Creative Mobile,2,4,2017-04-07,Friday,19,50,158,583.0,2.1,1,Credit card,13.55
Creative Mobile,1,1,2017-01-21,Saturday,10,116,162,1025.0,6.1,1,Cash,20.8
VeriFone,2,6,2017-06-11,Sunday,18,48,148,1413.0,3.34,1,Credit card,19.03
Creative Mobile,3,7,2017-07-13,Thursday,10,100,163,801.0,1.3,1,Credit card,12.35
VeriFone,2,4,2017-04-19,Wednesday,16,239,230,1171.0,2.54,1,Credit card,17.3
Creative Mobile,4,11,2017-11-11,Saturday,15,239,143,478.00000000000006,1.4,1,Credit card,9.35
VeriFone,4,11,2017-11-10,Friday,23,90,231,1121.0,2.68,3,Credit card,17.76
VeriFone,2,4,2017-04-21,Friday,9,90,162,1608.0,2.24,6,Credit card,20.76
Creative Mobile,1,3,2017-03-29,Wednesday,19,132,162,2476.0,17.2,2,Cash,63.06
VeriFone,3,9,2017-09-01,Friday,8,132,148,2506.0,18.85,2,Cash,58.56
VeriFone,1,1,2017-01-26,Thursday,18,237,237,428.0,0.81,1,Cash,7.8
Creative Mobile,3,7,2017-07-26,Wednesday,21,137,137,19.0,0.0,3,Cash,3.8
Creative Mobile,4,12,2017-12-03,Sunday,17,186,235,2940.0,10.2,1,Cash,40.3
Creative Mobile,4,12,2017-12-20,Wednesday,21,138,229,1781.0,10.3,1,Credit card,46.86
VeriFone,1,1,2017-01-04,Wednesday,22,161,143,441.0,1.33,1,Credit card,9.96
VeriFone,1,2,2017-02-24,Friday,22,68,48,704.0,0.82,1,Credit card,12.25
VeriFone,2,5,2017-05-22,Monday,12,79,211,368.0,0.92,1,Cash,6.3
VeriFone,2,6,2017-06-19,Monday,7,262,230,728.0,2.91,1,Credit card,13.8
VeriFone,3,7,2017-07-12,Wednesday,22,87,249,624.0,2.31,2,Credit card,13.56
Creative Mobile,4,12,2017-12-30,Saturday,16,48,186,231.00000000000003,0.7,1,Credit card,7.5
VeriFone,2,4,2017-04-24,Monday,18,161,236,606.0,1.99,3,Credit card,10.8
Creative Mobile,3,8,2017-08-25,Friday,18,230,170,752.0,1.1,1,Cash,10.8
VeriFone,3,7,2017-07-25,Tuesday,12,161,237,805.0,1.18,1,Cash,10.3
Creative Mobile,2,6,2017-06-08,Thursday,4,260,226,413.0,1.6,1,Cash,8.3
VeriFone,2,4,2017-04-25,Tuesday,14,143,246,582.0,1.74,1,Credit card,11.76
VeriFone,3,8,2017-08-15,Tuesday,10,246,170,1408.0,1.74,1,Cash,15.8
VeriFone,2,5,2017-05-28,Sunday,13,170,68,880.0,1.94,1,Cash,11.8
VeriFone,2,4,2017-04-12,Wednesday,9,236,237,631.0,1.37,2,Cash,9.3
Creative Mobile,3,8,2017-08-20,Sunday,14,137,170,717.0,0.6,1,Credit card,11.15
VeriFone,1,1,2017-01-02,Monday,11,161,162,267.0,0.92,2,Cash,6.3
Creative Mobile,3,7,2017-07-10,Monday,20,246,113,766.0,2.0,1,Credit card,13.55
VeriFone,4,12,2017-12-24,Sunday,22,107,234,318.0,1.11,1,Credit card,8.76
VeriFone,1,2,2017-02-25,Saturday,10,237,141,522.0,1.04,6,Credit card,9.96
VeriFone,1,3,2017-03-29,Wednesday,13,234,234,18.0,0.07,1,Credit card,3.96
Creative Mobile,2,6,2017-06-04,Sunday,21,100,239,710.0,2.0,1,Credit card,12.3
Creative Mobile,3,7,2017-07-06,Thursday,12,52,138,1833.0000000000002,12.1,2,Credit card,42.35
VeriFone,3,9,2017-09-17,Sunday,14,181,66,887.0,1.84,2,Credit card,13.8
VeriFone,4,10,2017-10-22,Sunday,15,170,246,925.0000000000001,1.53,1,Credit card,14.16
VeriFone,1,1,2017-01-17,Tuesday,23,107,21,2086.0,11.5,1,Cash,36.8
VeriFone,2,6,2017-06-14,Wednesday,17,100,170,727.0,1.02,5,Cash,10.3
VeriFone,2,5,2017-05-14,Sunday,9,238,75,364.0,1.31,1,Credit card,7.8
VeriFone,3,8,2017-08-14,Monday,10,236,193,1581.0,2.12,1,Credit card,20.8
VeriFone,4,12,2017-12-24,Sunday,1,263,236,86.0,0.51,2,Credit card,5.76
VeriFone,2,6,2017-06-12,Monday,15,90,164,563.0,0.85,5,Credit card,9.36
Creative Mobile,2,5,2017-05-14,Sunday,13,233,262,736.0,2.3,1,Credit card,13.55
VeriFone,3,7,2017-07-11,Tuesday,16,231,144,451.0,0.83,2,Credit card,9.46
Creative Mobile,4,11,2017-11-20,Monday,16,107,186,1079.0,2.9,1,Credit card,18.3
VeriFone,4,10,2017-10-02,Monday,15,170,163,1043.0,1.43,1,Cash,12.8
Creative Mobile,4,11,2017-11-19,Sunday,20,100,163,566.0,1.3,1,Credit card,10.3
Creative Mobile,4,11,2017-11-04,Saturday,19,237,211,2071.0,6.0,1,Credit card,27.8
VeriFone,3,7,2017-07-27,Thursday,0,249,141,818.0,3.69,2,Cash,14.3
VeriFone,1,1,2017-01-06,Friday,16,68,142,686.0,2.3,1,Credit card,11.8
VeriFone,1,2,2017-02-16,Thursday,11,100,211,1148.0,2.44,2,Cash,13.8
VeriFone,2,6,2017-06-05,Monday,10,239,170,1658.0,3.56,5,Credit card,24.36
VeriFone,3,9,2017-09-21,Thursday,7,132,249,3247.0,18.67,1,Credit card,70.27
Creative Mobile,2,4,2017-04-24,Monday,7,237,237,278.0,0.9,1,Credit card,7.8
VeriFone,4,10,2017-10-13,Friday,15,231,43,2279.0,4.12,1,Credit card,30.38
VeriFone,4,11,2017-11-02,Thursday,11,141,229,1006.0000000000001,0.97,1,Cash,11.8
Creative Mobile,3,7,2017-07-26,Wednesday,19,249,148,683.0,1.7,1,Credit card,14.1
Creative Mobile,4,10,2017-10-04,Wednesday,0,74,241,1541.0,8.0,2,Cash,28.3
VeriFone,4,11,2017-11-30,Thursday,23,239,151,260.0,1.14,1,Credit card,8.16
VeriFone,2,5,2017-05-17,Wednesday,14,137,107,193.0,0.6,1,Credit card,6.1
VeriFone,1,1,2017-01-19,Thursday,14,234,162,1509.0,1.75,6,Credit card,18.96
Creative Mobile,4,10,2017-10-18,Wednesday,11,132,231,2950.0,25.7,1,Cash,58.56
VeriFone,2,5,2017-05-15,Monday,19,186,114,568.0,1.93,1,Credit card,12.36
VeriFone,2,6,2017-06-21,Wednesday,18,186,236,2182.0,2.93,5,Credit card,27.8
Creative Mobile,2,4,2017-04-06,Thursday,7,13,226,2341.0,8.3,1,Credit card,41.06
Creative Mobile,2,4,2017-04-21,Friday,13,74,75,319.0,0.5,1,Credit card,5.8
Creative Mobile,1,1,2017-01-28,Saturday,19,261,107,986.0000000000001,4.1,1,Cash,16.8
VeriFone,2,4,2017-04-02,Sunday,17,142,143,213.0,0.78,1,Cash,5.8
Creative Mobile,4,10,2017-10-05,Thursday,8,13,87,524.0,0.9,1,Cash,8.3
Creative Mobile,1,3,2017-03-23,Thursday,15,234,163,1366.0,2.1,1,Credit card,17.05
Creative Mobile,1,2,2017-02-24,Friday,14,162,229,323.0,0.4,1,Cash,5.8
Creative Mobile,4,11,2017-11-14,Tuesday,8,229,88,1020.0000000000001,6.2,1,Credit card,24.35
VeriFone,2,5,2017-05-05,Friday,9,262,141,609.0,1.32,1,Credit card,10.56
VeriFone,4,11,2017-11-28,Tuesday,18,113,181,2086.0,4.68,1,Credit card,31.62
VeriFone,2,6,2017-06-13,Tuesday,20,48,68,588.0,1.94,1,Credit card,12.36
Creative Mobile,4,10,2017-10-11,Wednesday,19,237,161,1140.0,1.3,1,Credit card,17.15
Creative Mobile,4,10,2017-10-20,Friday,2,231,17,1106.0,5.5,1,Credit card,23.3
VeriFone,3,7,2017-07-19,Wednesday,12,161,138,1518.0,8.1,2,Credit card,33.36
VeriFone,3,9,2017-09-24,Sunday,2,79,114,273.0,0.72,1,Credit card,7.3
VeriFone,3,9,2017-09-11,Monday,6,262,137,678.0,3.94,2,Cash,14.3
VeriFone,4,12,2017-12-21,Thursday,11,233,68,1724.0,1.74,3,Cash,17.8
Creative Mobile,2,5,2017-05-08,Monday,8,107,249,575.0,1.5,1,Credit card,10.3
Creative Mobile,1,1,2017-01-26,Thursday,22,163,48,264.0,1.1,1,Cash,6.8
